vehicle,zone,direction,year,month,n_trips,Borough,zone_name,crz_zone,charged_share
hvfhv,2,pickup,2023,3,31,Queens,Jamaica Bay,false,0.0542
hvfhv,2,pickup,2023,4,45,Queens,Jamaica Bay,false,0.0542
hvfhv,2,pickup,2023,5,46,Queens,Jamaica Bay,false,0.0542
hvfhv,2,pickup,2023,6,53,Queens,Jamaica Bay,false,0.0542
hvfhv,2,pickup,2024,2,26,Queens,Jamaica Bay,false,0.0542
hvfhv,2,pickup,2024,3,31,Queens,Jamaica Bay,false,0.0542
hvfhv,2,pickup,2024,4,49,Queens,Jamaica Bay,false,0.0542
hvfhv,2,pickup,2024,5,58,Queens,Jamaica Bay,false,0.0542
hvfhv,2,pickup,2024,6,67,Queens,Jamaica Bay,false,0.0542
hvfhv,3,dropoff,2023,2,34489,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2023,3,40683,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2023,4,36977,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2023,5,39220,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2023,6,38392,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2024,2,40392,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2024,3,44472,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2024,4,41197,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2024,5,43080,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,dropoff,2024,6,40832,Bronx,Allerton/Pelham Gardens,false,0.0268
hvfhv,3,pickup,2023,2,37016,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2023,3,43767,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2023,4,39449,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2023,5,41781,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2023,6,40699,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2024,2,42752,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2024,3,47175,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2024,4,43754,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2024,5,44486,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,3,pickup,2024,6,42516,Bronx,Allerton/Pelham Gardens,false,0.0231
hvfhv,4,dropoff,2023,2,53684,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2023,3,58693,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2023,4,56220,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2023,5,53336,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2023,6,53093,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2024,2,55468,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2024,3,58233,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2024,4,52795,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2024,5,53026,Manhattan,Alphabet City,true,1.0
hvfhv,4,dropoff,2024,6,51980,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2023,2,63912,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2023,3,69469,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2023,4,67030,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2023,5,63167,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2023,6,63276,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2024,2,64363,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2024,3,68920,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2024,4,62653,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2024,5,63960,Manhattan,Alphabet City,true,1.0
hvfhv,4,pickup,2024,6,61458,Manhattan,Alphabet City,true,1.0
hvfhv,5,dropoff,2023,2,4263,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2023,3,4708,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2023,4,4562,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2023,5,4983,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2023,6,4930,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2024,2,4887,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2024,3,5605,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2024,4,5198,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2024,5,5491,Staten Island,Arden Heights,false,0.0478
hvfhv,5,dropoff,2024,6,5479,Staten Island,Arden Heights,false,0.0478
hvfhv,5,pickup,2023,2,4523,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2023,3,5153,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2023,4,4834,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2023,5,5398,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2023,6,5427,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2024,2,5300,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2024,3,6022,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2024,4,5681,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2024,5,6225,Staten Island,Arden Heights,false,0.022
hvfhv,5,pickup,2024,6,6222,Staten Island,Arden Heights,false,0.022
hvfhv,6,dropoff,2023,2,9470,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2023,3,11187,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2023,4,10016,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2023,5,11052,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2023,6,10588,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2024,2,10719,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2024,3,12114,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2024,4,11187,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2024,5,12034,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,dropoff,2024,6,11543,Staten Island,Arrochar/Fort Wadsworth,false,0.0545
hvfhv,6,pickup,2023,2,8785,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2023,3,10148,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2023,4,9170,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2023,5,10342,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2023,6,9739,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2024,2,10000,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2024,3,11400,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2024,4,10362,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2024,5,11470,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,6,pickup,2024,6,11231,Staten Island,Arrochar/Fort Wadsworth,false,0.0406
hvfhv,7,dropoff,2023,2,168671,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2023,3,191298,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2023,4,185642,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2023,5,184492,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2023,6,186300,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2024,2,179001,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2024,3,207500,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2024,4,186225,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2024,5,193683,Queens,Astoria,false,0.1355
hvfhv,7,dropoff,2024,6,191608,Queens,Astoria,false,0.1355
hvfhv,7,pickup,2023,2,172664,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2023,3,196112,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2023,4,190401,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2023,5,192041,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2023,6,188651,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2024,2,182008,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2024,3,209733,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2024,4,190542,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2024,5,197617,Queens,Astoria,false,0.1039
hvfhv,7,pickup,2024,6,196548,Queens,Astoria,false,0.1039
hvfhv,8,dropoff,2023,2,351,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2023,3,522,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2023,4,916,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2023,5,1074,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2023,6,1677,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2024,2,410,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2024,3,572,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2024,4,849,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2024,5,873,Queens,Astoria Park,false,0.0736
hvfhv,8,dropoff,2024,6,1763,Queens,Astoria Park,false,0.0736
hvfhv,8,pickup,2023,2,290,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2023,3,450,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2023,4,693,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2023,5,978,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2023,6,1200,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2024,2,501,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2024,3,659,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2024,4,746,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2024,5,944,Queens,Astoria Park,false,0.0734
hvfhv,8,pickup,2024,6,1527,Queens,Astoria Park,false,0.0734
hvfhv,9,dropoff,2023,2,13988,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2023,3,16426,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2023,4,14882,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2023,5,16844,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2023,6,15659,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2024,2,15989,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2024,3,17617,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2024,4,16572,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2024,5,18726,Queens,Auburndale,false,0.0533
hvfhv,9,dropoff,2024,6,17474,Queens,Auburndale,false,0.0533
hvfhv,9,pickup,2023,2,13922,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2023,3,16256,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2023,4,15110,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2023,5,16805,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2023,6,16221,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2024,2,15795,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2024,3,17614,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2024,4,16272,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2024,5,18285,Queens,Auburndale,false,0.0376
hvfhv,9,pickup,2024,6,17546,Queens,Auburndale,false,0.0376
hvfhv,10,dropoff,2023,2,45489,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2023,3,55247,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2023,4,52323,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2023,5,58329,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2023,6,54604,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2024,2,50122,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2024,3,57653,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2024,4,52913,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2024,5,57726,Queens,Baisley Park,false,0.028
hvfhv,10,dropoff,2024,6,55806,Queens,Baisley Park,false,0.028
hvfhv,10,pickup,2023,2,56167,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2023,3,68625,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2023,4,63468,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2023,5,69661,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2023,6,66720,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2024,2,60175,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2024,3,68292,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2024,4,63324,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2024,5,67914,Queens,Baisley Park,false,0.0211
hvfhv,10,pickup,2024,6,65738,Queens,Baisley Park,false,0.0211
hvfhv,11,dropoff,2023,2,18493,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2023,3,21351,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2023,4,19999,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2023,5,21525,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2023,6,20733,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2024,2,20596,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2024,3,22708,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2024,4,21236,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2024,5,21962,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,dropoff,2024,6,21251,Brooklyn,Bath Beach,false,0.0548
hvfhv,11,pickup,2023,2,18979,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2023,3,21984,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2023,4,20641,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2023,5,21574,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2023,6,20845,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2024,2,20769,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2024,3,23035,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2024,4,21042,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2024,5,22051,Brooklyn,Bath Beach,false,0.0428
hvfhv,11,pickup,2024,6,21383,Brooklyn,Bath Beach,false,0.0428
hvfhv,12,dropoff,2023,2,2072,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2023,3,2888,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2023,4,2761,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2023,5,3379,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2023,6,3434,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2024,2,2732,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2024,3,3672,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2024,4,3506,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2024,5,3930,Manhattan,Battery Park,true,1.0
hvfhv,12,dropoff,2024,6,4486,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2023,2,1962,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2023,3,2550,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2023,4,2740,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2023,5,3252,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2023,6,3251,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2024,2,1781,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2024,3,2300,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2024,4,2375,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2024,5,2490,Manhattan,Battery Park,true,1.0
hvfhv,12,pickup,2024,6,2702,Manhattan,Battery Park,true,1.0
hvfhv,13,dropoff,2023,2,76368,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2023,3,88214,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2023,4,82476,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2023,5,86586,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2023,6,87601,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2024,2,78657,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2024,3,84784,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2024,4,83221,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2024,5,84859,Manhattan,Battery Park City,true,1.0
hvfhv,13,dropoff,2024,6,83733,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2023,2,83034,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2023,3,94894,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2023,4,86576,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2023,5,92410,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2023,6,95471,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2024,2,87434,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2024,3,92747,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2024,4,90869,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2024,5,93153,Manhattan,Battery Park City,true,1.0
hvfhv,13,pickup,2024,6,91767,Manhattan,Battery Park City,true,1.0
hvfhv,14,dropoff,2023,2,92524,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2023,3,107295,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2023,4,98529,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2023,5,105974,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2023,6,102376,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2024,2,102239,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2024,3,114761,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2024,4,108208,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2024,5,113746,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,dropoff,2024,6,111143,Brooklyn,Bay Ridge,false,0.0915
hvfhv,14,pickup,2023,2,90308,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2023,3,104465,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2023,4,96587,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2023,5,102457,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2023,6,99375,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2024,2,98401,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2024,3,110652,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2024,4,101849,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2024,5,108568,Brooklyn,Bay Ridge,false,0.0725
hvfhv,14,pickup,2024,6,106672,Brooklyn,Bay Ridge,false,0.0725
hvfhv,15,dropoff,2023,2,10914,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2023,3,12755,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2023,4,12214,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2023,5,13276,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2023,6,13377,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2024,2,12287,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2024,3,13762,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2024,4,13243,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2024,5,14156,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,dropoff,2024,6,14201,Queens,Bay Terrace/Fort Totten,false,0.0647
hvfhv,15,pickup,2023,2,11076,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2023,3,12925,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2023,4,12497,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2023,5,13505,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2023,6,13303,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2024,2,12459,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2024,3,14079,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2024,4,13580,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2024,5,14610,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,15,pickup,2024,6,14553,Queens,Bay Terrace/Fort Totten,false,0.042
hvfhv,16,dropoff,2023,2,30584,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2023,3,35869,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2023,4,33927,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2023,5,36361,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2023,6,35294,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2024,2,34862,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2024,3,38740,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2024,4,36410,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2024,5,38782,Queens,Bayside,false,0.0479
hvfhv,16,dropoff,2024,6,37447,Queens,Bayside,false,0.0479
hvfhv,16,pickup,2023,2,31755,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2023,3,36924,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2023,4,35390,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2023,5,37513,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2023,6,36926,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2024,2,35136,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2024,3,39911,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2024,4,37167,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2024,5,39745,Queens,Bayside,false,0.0294
hvfhv,16,pickup,2024,6,38266,Queens,Bayside,false,0.0294
hvfhv,17,dropoff,2023,2,153401,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2023,3,173590,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2023,4,161099,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2023,5,164808,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2023,6,162502,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2024,2,169293,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2024,3,184594,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2024,4,163559,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2024,5,172682,Brooklyn,Bedford,false,0.1157
hvfhv,17,dropoff,2024,6,175456,Brooklyn,Bedford,false,0.1157
hvfhv,17,pickup,2023,2,148711,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2023,3,167692,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2023,4,155957,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2023,5,161254,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2023,6,159160,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2024,2,166669,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2024,3,179979,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2024,4,157988,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2024,5,168160,Brooklyn,Bedford,false,0.0916
hvfhv,17,pickup,2024,6,171945,Brooklyn,Bedford,false,0.0916
hvfhv,18,dropoff,2023,2,75472,Bronx,Bedford Park,false,0.0333
hvfhv,18,dropoff,2023,3,87573,Bronx,Bedford Park,false,0.0333
hvfhv,18,dropoff,2023,4,79966,Bronx,Bedford Park,false,0.0333
hvfhv,18,dropoff,2023,5,81468,Bronx,Bedford Park,false,0.0333
hvfhv,18,dropoff,2023,6,77590,Bronx,Bedford Park,false,0.0333
hvfhv,18,dropoff,2024,2,84965,Bronx,Bedford Park,false,0.0333
hvfhv,18,dropoff,2024,3,93173,Bronx,Bedford Park,false,0.0333
